Index,School,Smith,Mei,Type,Nagasa,Sori,Moto,Saki,Nakago,Ana,Length,Hori,Authentication,Province,Period,References,Description,Attachments,Tags,MediaAttachments
11599,Aoe,Moritsugu,守次,Tachi,NA,NA,NA,NA,NA,NA,NA,NA,"Akita Prefecture Bunkazai, Yokote Board of Education",Bitchu,Nanbokucho,"PBU, AKI",NA,NA,,
11600,Aoe,Moritsugu,守次,Kodachi,54.5,1.6,NA,NA,NA,NA,NA,NA,"Fukui Prefecture Bunkazai, Mikuni Jinja",Bitchu,Nanbokucho,"PBU, FUK",NA,NA,,
11601,Aoe,Moritsugu,備中国守次作/ 延文二年八月,Wakizashi,31.5,0.2,3,NA,Ubu,3,10.4,Hi,"Juyo Bunkazai, Private Tokyo",Bitchu,1357,"TB 183f, TB 254, TB 340, KOZA, JUBU, CUL, JBRN01640, BIA, TAI, UES",Denrai - Uesugi Family,NA,,
11602,Aoe,Moritsugu,備中国住守次作/ 延文五年二月日,Tanto,29.4,NA,NA,NA,Ubu,3,NA,Hi,XX,Bitchu,1360,BIA,NA,NA,,
11603,Aoe,Moritsugu,備中国住守次作/ 延文二年十一月日,Tanto,28.9,NA,2.5,NA,Ubu,1,9.7,NA,"Juyo 28, Okayama Prefecture Bunkazai, Private",Bitchu,1357,"JNZ, PBU, OKA, KURC",NA,NA,,
11604,Aoe,Moritsugu,備中国住守次作/ 延文三年七月日,Tanto,28.2,0.3,NA,NA,Ubu,2,NA,Hori,"Juyo Bijutsuhin, Private Yamagata",Bitchu,1358,"TB 535, JUBI",NA,NA,,
11605,Aoe,Moritsugu,備中国住守次/ 延文二年十二月日,Tanto,27.9,NA,2.4,NA,Ubu,1,8.7,NA,Juyo 17,Bitchu,1357,"JNZ, OPL",NA,NA,,
11606,Aoe,Moritsugu,備中国住守次作/ 文和□年三月日,Tanto,25.1,0.2,2.3,NA,Ubu,2,9.5,Hi,Juyo 24,Bitchu,1352-1356,JNZ,NA,NA,,
11607,Aoe,Moritsugu,盛次 [青江],Tachi,72.4,2.3,2.6,1.7,Suriage,4,20.4,NA,Juyo 37,Bitchu,Late Nanbokucho - Early Muromachi,"JNZ, OPL",NA,Koshirae,,
11608,Aoe,Moritsugu,備州中路住盛次作,Tachi,70.9,2.6,2.7,1.7,Suriage,3,24.5,NA,Juyo 16,Bitchu,Nanbokucho,"JNZ, OPL",NA,"Sayagaki, Koshirae",,
11609,Aoe,Tsuguyoshi,備中国住次吉作 貞和二年十月日,Tachi,81.5,3,NA,NA,Ubu,1,NA,Hori,"Juyo Bunkazai, Private Tokyo",Bitchu,1346,"TB 20, JUBU, CUL, JBRN01741, FUJI",NA,Koshirae,,
11610,Aoe,Tsuguyoshi,次吉,Tachi,77.9,3.3,3,1.6,Ubu,2,NA,NA,Tokubetsu Hozon,Bitchu,Kamakura,"OPL, TH141885",NA,Koshirae,,
11611,Aoe,Tsuguyoshi,備中国住次吉作/ 貞和三年三月日,Tachi,76.8,3.3,3.1,1.7,Ubu,2,23.3,NA,Juyo 16,Bitchu,1347,JNZ,NA,NA,,
11612,Aoe,Tsuguyoshi,備中国住次吉,Tachi,75.5,1.8,2.9,2.1,Suriage,2,21,NA,"Juyo 24, Tokubetsu Juyo 21",Bitchu,Nanbokucho,"TB 241, JNZ, TJNZ",NA,NA,,
11613,Aoe,Tsuguyoshi,備中国住次吉作/ 貞和五年十月日,Tachi,75.1,3.6,3.2,2.1,Ubu,1,21.3,NA,Tokyo National Museum,Bitchu,1349,"BIA, TAI, MEOS",NA,NA,,
11614,Aoe,Tsuguyoshi,備中国住次吉作 貞和二二年三月,Tachi,74.6,1.6,2.9,2,Ubu,3,20.5,Hi,Juyo 47,Bitchu,1348,JNZ,NA,NA,,
11615,Aoe,Tsuguyoshi,次吉,Tachi,73.8,3,3.3,2.1,Ubu,3,NA,Hi,Tokyo National Museum,Bitchu,Nanbokucho,"TB 311, BIA, MEOS, GYOK",NA,Koshirae,,
11616,Aoe,Tsuguyoshi,次吉,Tachi,73.4,2.4,2.9,1.7,Suriage,2,21.8,NA,Juyo 26,Bitchu,Early - Middle Kamakura,"TB 268, JNZ, KANHI1",NA,Kunzan Sayagaki,,
11617,Aoe,Tsuguyoshi,備中国住次吉,Tachi,72.8,1.6,2.9,2,Suriage,3,17.5,Hi,Juyo 52,Bitchu,Nanbokucho,"JNZ, OPL",NA,NA,,
11618,Aoe,Tsuguyoshi,備中国住次吉作,Tachi,72,1.2,2.8,2.1,Suriage,4,24.5,Hi,Juyo 47,Bitchu,Nanbokucho,JNZ,NA,NA,,
11619,Aoe,Tsuguyoshi,備中国住次吉作貞和二年十 (Cut off),Tachi,71.8,1.4,2.8,1.9,Suriage,3,20.8,NA,Juyo 29,Bitchu,1346,"TB 401, JNZ",NA,Kunzan Sayagaki,,
11620,Aoe,Tsuguyoshi,備中□□次□ / 貞□□年,Tachi,71.8,NA,NA,NA,Ubu,4,NA,Hi,NTHK,Bitchu,1362 - 1367,OPL,NA,NA,,
11621,Aoe,Tsuguyoshi,備中国住次吉/ 延文二年十月日,Tachi,71.5,1.8,NA,NA,Ubu,2,NA,NA,XX,Bitchu,1357,"TB 591, KKZ",NA,NA,,
11622,Aoe,Tsuguyoshi,備中国住次吉作 暦応三年十月日,Tachi,70.7,2.3,3.1,2,Ubu,3,21.1,Hi,Juyo 21,Bitchu,1340,"TB 196, JNZ",NA,NA,,
11623,Aoe,Tsuguyoshi,備中国住次吉,Tachi,69.8,1.8,3,1.9,Suriage,2,21.3,NA,XX,Bitchu,Nanbokucho,TB 696k,NA,NA,,
11624,Aoe,Tsuguyoshi,[Kinzogan 青江次吉/ 本阿 (花押)],Katana,75.8,NA,NA,NA,Suriage,2,NA,Hi,XX,Bitchu,Nanbokucho,NKAN,NA,NA,,
11625,Aoe,Tsuguyoshi,Mumei [伝次吉],Katana,73,NA,NA,NA,Suriage,2,NA,Hi,"Juyo Bijutsuhin, Sword Museum Technology",Bitchu,Nanbokucho,"JUBI, OSA, SMT",NA,NA,,
11626,Aoe,Tsuguyoshi,[Kinzogan 備中国次吉],Katana,72.3,1.7,2.7,2.2,Suriage,1,19.4,Hi,Juyo 11,Bitchu,Nanbokucho,JNZ,NA,NA,,
11627,Aoe,Tsuguyoshi,Mumei [伝青江次吉],Katana,70.8,1.7,3.2,2.5,Suriage,2,18.2,Hi,Juyo 13,Bitchu,Nanbokucho,JNZ,Denrai - Mito Family,NA,,
11628,Aoe,Tsuguyoshi,Mumei [次吉],Katana,69.4,2.4,2.9,2.2,Suriage,3,18.7,NA,Juyo 16,Bitchu,Nanbokucho,JNZ,NA,NA,,
11629,Aoe,Tsuguyoshi,Mumei [青江次吉],Katana,69.4,1.2,2.6,1.8,Suriage,3,22.4,Hi,Juyo 18,Bitchu,Nanbokucho,JNZ,NA,NA,,
11630,Aoe,Tsuguyoshi,Mumei [青江次吉],Katana,69.4,1.7,NA,NA,Suriage,3,NA,NA,NTHK Yushu,Bitchu,Nanbokucho,OPL,NA,"Sayagaki (Awataguchi Kunimitsu), Koshirae",,
11631,Aoe,Tsuguyoshi,[Kinpun 青江次吉/ 本阿 (花押)],Katana,69.1,1.9,3,2,Suriage,2,18.6,Hi,Juyo 21,Bitchu,Nanbokucho,JNZ,NA,NA,,
11632,Aoe,Tsuguyoshi,備中国住次吉作,Naoshi,71.5,1.3,2.9,NA,Suriage,2,20.8,Hi,Juyo 46,Bitchu,Nanbokucho,"JNZ, OPL",NA,NA,,
11633,Aoe,Tsuguyoshi,備中国住次吉作康応(Cut off),Naoshi,54.9,0.8,3.2,2.8,Ubu,4,13.6,Hi,Juyo 19,Bitchu,1389-1390,JNZ,NA,NA,,
11634,Aoe,Tsuguyoshi,備中国住次吉作/ 延文□年二月日,Wakizashi,36.5,0.3,3,NA,Ubu,4,9.6,Hi,Juyo 24,Bitchu,1356-1361,"TB 220, TB 236k, JNZ, KANHI3",NA,Kunzan Sayagaki,,
11635,Aoe,Tsuguyoshi,備中国住次吉作,Wakizashi,35.3,0.3,2.9,NA,Ubu,2,9.6,Hori,Juyo 33,Bitchu,Nanbokucho,"TB 366, JNZ",NA,NA,,
11636,Aoe,Tsuguyoshi,備中国住次吉作/ 貞治二年三月日,Wakizashi,34.9,0.4,3,NA,Ubu,2,9.5,Hi,"Juyo 30, Tokubetsu Juyo 9",Bitchu,1363,"TB 323, TB 343k, TB 361, TBE 20, JNZ, TJNZ, BIA, FUJI",NA,NA,,
11637,Aoe,Tsuguyoshi,備中国住次吉作/ 延文三年十一月日,Wakizashi,34.1,0.4,2.9,NA,Ubu,3,NA,Hi,Juyo 57,Bitchu,1358,"TB 161, TB 184k, DTI24",NA,Koshirae,,
11638,Aoe,Tsuguyoshi,備中国住次吉作,Wakizashi,32.1,0.3,2.8,NA,Suriage,3,12.1,Hi,Juyo 19,Bitchu,Nanbokucho,"TB 22k, JNZ",NA,NA,,
11639,Aoe,Tsuguyoshi,備中国住次吉/ 貞和□年,Wakizashi,31.2,0.3,2.7,NA,Ubu,5,NA,Hi,Juyo 60,Bitchu,1345-1350,OPL,NA,NA,,
11640,Aoe,Tsuguyoshi,備中国住次(Cut off) / 康安二年二月 [次吉],Wakizashi,30.8,0.2,2.7,NA,Ubu,2,8.6,Hi,Juyo 43,Bitchu,1362,"TB 493, JNZ",NA,NA,,
11641,Aoe,Tsuguyoshi,備中国住次吉作/ 貞治二年,Wakizashi,30.6,NA,NA,NA,NA,NA,NA,NA,"Okayama Prefecture Bunkazai, Private",Bitchu,1363,"PBU, OKA",NA,NA,,
11642,Aoe,Tsuguyoshi,備□国住次吉/ 延文二年六月日,Tanto,30.1,0.2,2.6,NA,Ubu,2,9.4,NA,"Juyo 21, Tokubetsu Juyo 18",Bitchu,1357,"TB 181, JNZ, TJNZ, KANHI1",Denrai - Maeda Family,Koshirae,,
11643,Aoe,Tsuguyoshi,備中国住次吉/ 観応二年□□,Tanto,29.5,0,2.5,NA,NA,NA,NA,NA,Juyo 39,Bitchu,1351,OPL,NA,NA,,
11644,Aoe,Tsuguyoshi,備中国住次吉作/ 延文元年十二月日,Tanto,29.4,0,2.6,NA,Ubu,3,NA,Hi,Tokubetsu Hozon,Bitchu,1356,"OPL, TH154329",NA,"Honami Sayagaki, Koshirae in 2024",,
11645,Aoe,Tsuguyoshi,備中国住次吉作/ 延文二年三月日,Tanto,29,0.1,2.5,NA,Ubu,2,9.2,NA,Juyo 14,Bitchu,1357,"TB 201, JNZ, MEDA",Denrai - Arima Family,NA,,
11646,Aoe,Tsuguyoshi,備中国住次吉作,Tanto,28.5,0.3,NA,NA,Ubu,2,NA,Hi,"Ehime Prefecture Bunkazai, Private",Bitchu,Nanbokucho,"PBU, EHI, IMAC",NA,NA,,
11647,Aoe,Tsuguyoshi,備中住次吉作/ 貞治三年二月日,Tanto,28.2,0,2.7,NA,Ubu,2,9.3,NA,"Juyo Bijutsuhin, Private Tokyo",Bitchu,1364,"TB 353, TB 549f, JUBI, BIA",Denrai - Maeda Family,NA,,
11648,Aoe,Tsuguyoshi,備中住次吉作/ 貞治三年二月日,Tanto,28,0.2,2.6,NA,Ubu,3,8.7,Hi,Juyo 21,Bitchu,1364,JNZ,NA,NA,,
11649,Aoe,Tsuguyoshi,備中国次吉作/ 延文二年八月□日,Tanto,28,NA,2.7,NA,Ubu,2,NA,Hi,"Kurashiki City Bunkazai, Private",Bitchu,1357,"CBU, KURC",NA,NA,,
11650,Aoe,Tsuguyoshi,備中国住次吉作/ 康安二年十月日,Tanto,27.6,0,NA,NA,Ubu,2,NA,NA,XX,Bitchu,1362,"TB 671, KKZ",NA,NA,,
11651,Aoe,Tsuguyoshi,備中国住次吉/ 延文五年八月日,Tanto,27.1,0.2,2.3,NA,Ubu,2,8.2,Hi,Juyo 31,Bitchu,1360,"JNZ, OPL",NA,Koshirae,,
11652,Aoe,Tsuguyoshi,備中国住次吉作/ 貞治三年二月日,Tanto,26.9,0.2,2.4,NA,Ubu,2,8.8,NA,Juyo 48,Bitchu,1364,JNZ,Denrai - Kaniin Family,"Honami Origami, Tanto Box",JT-48-1-116,
11653,Aoe,Tsuguyoshi,備中国住次吉,Tanto,26.2,0,2.3,NA,Suriage,3,8.5,Hi,Tokubetsu Hozon,Bitchu,Late Kamakura - Early Nanbokucho,"OPL, TH1003100",NA,"Kanzan Sayagaki, Koshirae",,
11654,Aoe,Tsuguyoshi,備中国住次吉作/ 延文□年七月日,Tanto,25.9,NA,2.4,NA,Ubu,2,8.7,NA,Juyo 25,Bitchu,1356-1361,JNZ,NA,Koshirae,,
11655,Aoe,Naotsugu,備中国住左兵(Fumei) [伝左兵衛尉直次],Tachi,75,2.5,3.1,2.1,Suriage,2,21.7,NA,"Juyo 54, Tokubetsu Juyo 22",Bitchu,Late Kamakura,TJNZ,NA,NA,,
11656,Aoe,Naotsugu,備中国住左兵衛尉直次作/ 元徳二二年 (Fumei),Tachi,73.8,2,2.7,1.5,Suriage,2,19.6,Hori,Juyo 53,Bitchu,1332,"JNZ, OPL",NA,NA,,
11657,Aoe,Naotsugu,備中国住直次,Tachi,71.6,2.6,2.9,1.9,Suriage,2,19.4,Hi,Juyo 21,Bitchu,Nanbokucho,JNZ,NA,NA,,
11658,Aoe,Naotsugu,備中国住左兵衛尉直次作/ 建武二年十月,Tachi,70.7,2.3,3,2,Suriage,2,20.6,Hi,"Juyo Bunkazai, Kyoto National Museum",Bitchu,1335,"TB 56k, TB 311, KOZA, SDZ, JUBU, CUL, JBRN01731, TAI, JPS",NA,NA,,
11659,Aoe,Naotsugu,備中国住人直次作貞和(Cut off),Tachi,70.2,1.6,2.9,1.9,Suriage,3,20,NA,"Juyo 12, Tokubetsu Juyo 11",Bitchu,1345-1350,"TB 311, JNZ, TJNZ, NKAN",NA,NA,,
11660,Aoe,Naotsugu,備中国住(Cut off) [伝直次],Tachi,69.4,2.3,2.8,1.9,Suriage,2,18.6,Hi,Juyo 23,Bitchu,Late Kamakura - Nanbokucho,"TB 225, JNZ, OPL",NA,Kanzan Sayagaki,,
11661,Aoe,Naotsugu,直次 [青江],Tachi,69,1.4,2.7,1.4,Suriage,3,20.9,Hi,Juyo 44,Bitchu,Late Kamakura - Nanbokucho,JNZ,NA,NA,,
11662,Aoe,Naotsugu,Mumei [伝直次],Katana,77.1,1.7,NA,NA,Suriage,2,18.3,Hi,"Juyo Bijutsuhin, Tokugawa Art Museum",Bitchu,Nanbokucho,"JUBI, TOK3, TOK6, TOKS",Denrai - Owari Tokugawa Family,"Sayagaki, Honami Origami",,
11663,Aoe,Naotsugu,Mumei [伝青江直次],Katana,74.1,1.5,2.9,2.1,Suriage,3,20.3,NA,Juyo 13,Bitchu,Nanbokucho,JNZ,NA,NA,,
11664,Aoe,Naotsugu,[Kinzogan 直次磨上之本阿 (花押)],Katana,71.8,NA,NA,NA,Suriage,1,NA,NA,"Juyo Bijutsuhin, Private Tokyo",Bitchu,Nanbokucho,JUBI,Denrai - Tokugawa Family,NA,,
11665,Aoe,Naotsugu,Mumei [伝直次],Katana,71.8,NA,NA,NA,Suriage,3,NA,Hi,"Juyo Bijutsuhin, Sano Art Museum",Bitchu,Nanbokucho,"JUBI, BIA",NA,NA,,
11666,Aoe,Naotsugu,Orikaeshi 直次 [青江],Katana,71.2,1.7,3,1.9,Suriage,2,18.9,NA,Tokubetsu Hozon,Bitchu,Late Kamakura - Nanbokucho,"OPL, TH1006164",NA,NA,,
11667,Aoe,Naotsugu,Orikaeshi 備中国住人直次作,Katana,71.1,1.8,3.1,2.3,Suriage,3,19.2,Hori,"Juyo 25, Tokubetsu Juyo 6",Bitchu,Late Kamakura - Early Nanbokucho,"TB 251, TB 603f, JNZ, TJNZ, OPL, BIA, DTI21",NA,NA,,
11668,Aoe,Naotsugu,住吉大明神主(Fumei) 八幡大菩薩/ 暦応五年□月日 備中国住直次作,Naginata,59.5,3.7,2.8,NA,Ubu,NA,65.2,Hi,"Juyo Bunkazai, Chosei-ji",Bitchu,1342,"SHO, JUBU, CUL, JBRN01356, MIE, KOZU",NA,NA,,
11669,Aoe,Naotsugu,備中国(Fumei) / 為村橋長五 / 正平十八年三月日 [伝直次],Wakizashi,38.4,0.5,3.4,NA,Ubu,2,11.6,Hi,Juyo 15,Bitchu,1363,JNZ,NA,NA,,
11670,Aoe,Naotsugu,備中州住左兵衛尉直次/ 建武二年八月十八日/ 南無観世音(Cut off),Tanto,27,0,2.6,NA,Ubu,2,8.8,Hori,Juyo 30,Bitchu,1335,"JNZ, BIA, DTI24",NA,"Koshirae, Habaki, Box",,
11671,Aoe,Naotsugu,直次,Tanto,25.5,NA,2.3,NA,Ubu,2,10,Hi,Juyo 41,Bitchu,Nanbokucho,JNZ,NA,NA,,
11672,Aoe,Naotsugu,直次 [青江],Tanto,24.9,NA,2.1,NA,Ubu,3,10.1,Hi,Juyo 47,Bitchu,Nanbokucho,JNZ,NA,NA,,
11673,Aoe,Naotsugu,備中州住直次作/ 暦応□年正月日,Tanto,23.8,0,2.3,NA,Ubu,2,9.3,Hi,"Juyo 27, Tokubetsu Juyo 7",Bitchu,1338-1342,"TB 284, TB 339, JNZ, TJNZ, BIA",NA,Koshirae,,
11674,Aoe,Naotsugu,備中州住左兵衛尉直次/ 元徳元年十二月日,Tanto,21.8,NA,2,NA,Ubu,2,9.4,NA,"Juyo 19, Tokubetsu Juyo 18",Bitchu,1329,"JNZ, TJNZ, FACT, FUJI",NA,NA,,
11675,Aoe,Tsugunao,備中国住次直作 貞和三年十一月日,Tachi,89.8,3.7,3.3,2.3,Ubu,2,24,Hi,Juyo 23,Bitchu,1347,"TB 223, TB 238, JNZ",NA,NA,,
11676,Aoe,Tsugunao,備中国住次直作正平七年,Tachi,82.4,2.8,3.1,2.2,Suriage,3,23,Hi,"Juyo 26, Tokubetsu Juyo 7",Bitchu,1352,"TB 312k, TB 342, JNZ, TJNZ, BIA, FUJI",NA,NA,,
11677,Aoe,Tsugunao,備中国住次直作,Tachi,77,2.2,2.9,2.1,Suriage,3,20.8,Hi,Juyo 17,Bitchu,Nanbokucho,"JNZ, OPL",NA,NA,,
11678,Aoe,Tsugunao,備中国住次直作/ 貞和□ (Cut off),Tachi,75.2,3,3.2,2.4,Suriage,3,18.6,Hi,"Juyo 42, Tokubetsu Juyo 15",Bitchu,1345-1350,"TB 496, JNZ, TJNZ",Denrai - Mori Family,NA,,
11679,Aoe,Tsugunao,備中国住次直作/ 延文三年八月日,Tachi,72.4,2.6,NA,NA,Suriage,2,NA,Hi,"Juyo Bijutsuhin, Hayashibara Museum of Art",Bitchu,1358,"JUBI, FUJI, HAYA",NA,NA,,
11680,Aoe,Tsugunao,備中国住次直,Tachi,70.4,1.3,3,2.1,Suriage,3,18.4,Hi,Juyo 20,Bitchu,Nanbokucho,JNZ,NA,NA,,
11681,Aoe,Tsugunao,備中国住次直作,Tachi,70,NA,NA,NA,Suriage,2,NA,NA,"Juyo Bijutsuhin, Private Akita",Bitchu,Nanbokucho,JUBI,Denrai - Tokugawa Family,Koshirae,,
11682,Aoe,Tsugunao,Orikaeshi 備中国住次直作,Tachi,69.7,1.7,2.7,1.8,Suriage,2,18,Hori,Juyo 21,Bitchu,Nanbokucho,"TB 701, JNZ, OPL",NA,NA,,
11683,Aoe,Tsugunao,備中国住次直作/ 延文六年六月日,Tachi,69.4,1.7,3.1,2.2,Ubu,3,17.6,Hi,"Juyo 39, Tokubetsu Juyo 17",Bitchu,1361,"TB 445k, TB 745, TB 747f, TJNZ, KKZ",NA,NA,,
11684,Aoe,Tsugunao,Orikaeshi 備中国住次直,Katana,84.8,1.8,3.3,2.9,Suriage,2,21.5,Hi,"Juyo Bunkazai, Tokugawa Art Museum",Bitchu,Nanbokucho,"TG, SDZ, CUL, JBRN01720, TOK3, TOK6, TOKS","Denrai - Naruse Family, Owari Tokugawa Family",Sayagaki,,
11685,Aoe,Tsugunao,[Kinzogan 青江次直/ 本阿 (花押)],Katana,80,NA,NA,NA,Suriage,2,NA,Hi,"Juyo Bijutsuhin, Private Toyama",Bitchu,Nanbokucho,JUBI,NA,NA,,
11686,Aoe,Tsugunao,Mumei [青江次直],Katana,70.3,1.4,3,2.4,Suriage,4,18.4,Hi,Juyo 14,Bitchu,Nanbokucho,JNZ,NA,NA,,
11687,Aoe,Tsugunao,[Kinzogan 次直/ 本阿 (花押)],Katana,70,NA,NA,NA,Suriage,1,NA,NA,"Juyo Bijutsuhin, Private Kanagawa",Bitchu,Nanbokucho,JUBI,Denrai - Kishu Tokugawa Family,NA,,
11688,Aoe,Tsugunao,Gakumei 備中国住次直 [Kinzogan 毛利元康所持/ 依此刀利埋忠磨上],Katana,69.8,NA,NA,NA,Suriage,2,NA,Hi,"Juyo Bijutsuhin, Private Tokyo",Bitchu,Nanbokucho,JUBI,Denrai - Mori Family,NA,,
11689,Aoe,Tsugunao,備中国住次直作/ 貞和五年二月日,Naginata,57.3,2.7,NA,NA,NA,NA,70.6,NA,XX,Bitchu,1349,TB 47,Denrai - Akita Family,NA,,
11690,Aoe,Tsugunao,備中国住次直作/ 延文六年三月日,Naoshi,72.4,1,3.1,2.6,Suriage,2,21.7,Hi,"Juyo 26, Tokubetsu Juyo 25",Bitchu,1361,"JNZ, TJNZ",NA,NA,,
11691,Aoe,Tsugunao,備中国住次直作/ 延文六年三月日,Wakizashi,44.5,0.5,3.5,NA,Ubu,2,9.9,Hi,Juyo 40,Bitchu,1361,JNZ,NA,NA,,
11692,Aoe,Tsugunao,備中国住次直作/ 延文□年三月日,Wakizashi,35.8,0.2,3,NA,Ubu,2,11.8,NA,"Juyo 35, Private Europe",Bitchu,1356 - 1361,"JNZ, NEU, OPL",NA,Kunzan Sayagaki,,
11693,Aoe,Tsugunao,備中国住次直作/ 延文三年十二月日,Wakizashi,33.7,0.3,3,NA,Ubu,4,9.7,Hi,"Juyo Bunkazai, NBTHK",Bitchu,1358,"TB 150f, TB 358f, TB 816f, MKS, KOZA, SDZ, JUBU, CUL, JBRN01263, AIC, TOKC, BIA, TAI, TNSE, OEYE",Denrai - Count Ito,Koshirae,,
11694,Aoe,Tsugunao,備中国住次直作/ 延文二二年十一月日,Wakizashi,31.7,0.2,2.7,NA,Ubu,2,9,Hi,"Juyo 36, Tokubetsu Juyo 12",Bitchu,1359,"TB 397k, TB 501, TB 529f, TB 541k, TJNZ","Denrai - Tokugawa Tsunayoshi, Yanagisawa Family",Sayagaki,,
11695,Aoe,Tsugunao,備中国住次直作/ 文和二二年三月日,Wakizashi,31.6,0.2,2.7,NA,Ubu,2,10,NA,"Juyo 22, Tokubetsu Juyo 6",Bitchu,1355,"TB 208, TB 211, TB 367, JNZ, TJNZ, BIA, KANHI3",NA,NA,,
11696,Aoe,Tsugunao,備中国住次直作/ 文和三年十一月日,Wakizashi,31,0,2.7,NA,Ubu,2,9.9,Hori,Juyo 17,Bitchu,1354,"JNZ, TAN",NA,NA,,
11697,Aoe,Tsugunao,備中国住次直作/ 延文六年三月日,Wakizashi,31,0.2,2.8,NA,Ubu,2,9.8,Hi,Juyo 23,Bitchu,1361,"TB 237, JNZ",NA,NA,,
11698,Aoe,Tsugunao,備中国住次直作/ 延文二二年八月日,Tanto,30,0.2,2.5,NA,Ubu,2,8.5,Hi,Private,Bitchu,1359,TB 626f,NA,NA,,
11699,Aoe,Tsugunao,備中国住次直作/ 延文五年二月日,Tanto,28.6,0.2,2.8,NA,Ubu,1,9.8,Hi,"Juyo 13, Tokubetsu Juyo 2",Bitchu,1360,"TB 99k, TB 108, TB 142k, TB 195k, TB 550f, JNZ, TJNZ, BIA, TAI, FUJI","Meito – O-Aoe 大青江, Denrai - Maeda Family",NA,,
11700,Aoe,Tsugunao,中国住次直作/ 延文三年十一月日,Tanto,27.3,0.3,2.5,NA,Ubu,1,9.3,NA,"Juyo Bunkazai, Tokyo National Museum",Bitchu,1358,"EKO, SHO, SDZ, JUBU, CUL, JBRN01166, BIA, TAI, OEYE, JPS",Denrai - Date Family,Koshirae,,
11701,Aoe,Tsugunao,備中国住次直作/ 延文□年正月日,Tanto,27,0,2.3,NA,Ubu,2,9.5,Hi,Juyo 21,Bitchu,1356-1361,"TB 193, JNZ, OPL",NA,NA,,
11702,Aoe,Tsugunao,備中国住次直作/ 延文二二年八月日,Tanto,26.4,0,2.1,NA,Ubu,3,9.1,NA,Juyo 14,Bitchu,1359,JNZ,NA,NA,,
11703,Aoe,Tsugunao,備中国住次直/ 文和二二年十月日,Tanto,23.8,0.1,2.4,NA,Ubu,3,NA,NA,Tokubetsu Hozon,Bitchu,1355,"OPL, TH1010162",NA,Koshirae,,
11704,Aoe,Tsugunao,備中国住次直/ 貞和五年十月日,Tanto,22.4,NA,NA,NA,Ubu,2,NA,NA,XX,Bitchu,1349,"TB 270, TB 306, TBE 14",NA,NA,,
11705,Aoe,Sadatsugu,備中国住(Fumei) [伝貞次],Odachi,120,2.7,NA,NA,Ubu,2,45.1,Hi,Oyamazumi Jinja,Bitchu,Kamakura - Early Muromachi,"OYAM, OEYE",NA,Koshirae,,
11706,Ko-Aoe,Sadatsugu,貞次,Tachi,78.5,2.8,3.2,NA,Ubu,2,NA,NA,"Juyo Bijutsuhin, Sano Art Museum",Bitchu,Late Heian - Early Kamakura,"SJ, BIA",NA,NA,,
11707,Ko-Aoe,Sadatsugu,貞次,Tachi,77.2,2.4,2.8,1.8,Ubu,1,18.6,NA,"Kokuho, Private Tokyo",Bitchu,Early Kamakura,"TB 100, TB 309, TB 466f, MKS, KOZA, BIT, SHO, SHI, CLUB, SDZ, CUL, KOK, JUBU, JBRN00121, BIA, KOZU, TAI",Denrai - Taigarasu Family,NA,,
11708,Ko-Aoe,Sadatsugu,備中(Cut off) [伝貞次],Tachi,71.6,2.3,3,2.1,Suriage,1,20.3,Hi,"Juyo Bunkazai, Kyoto National Museum",Bitchu,Early Kamakura,"TB 102f, TB 356f, TB 406, MKS, KOZA, JUBU, CUL, JBRN01623, BIA",Denrai - Kuroda Family,Kunzan Sayagaki,,
11709,Aoe,Sadatsugu,備中国住貞次 (後代),Tachi,71.4,2.2,3,2.1,Suriage,2,19.3,Hi,Juyo 26,Bitchu,Nanbokucho,JNZ,NA,NA,,
11710,Ko-Aoe,Sadatsugu,貞次,Tachi,71,2.2,2.4,1.6,Suriage,3,19.2,NA,"Juyo Bunkazai, Tokyo National Museum",Bitchu,Late Heian - Early Kamakura,"TB 266f, EKO, JUBU, CUL, JBRN01837, BIA, TAI, JPS, OEYE",NA,NA,,
11711,Aoe,Sadatsugu,備中国住人貞次,Tachi,71,2,2.9,2,Suriage,3,18.5,NA,Juyo 31,Bitchu,Late Nanbokucho,"JNZ, OPL",NA,"Tanobe Sayagaki, Koshirae",,
11712,Ko-Aoe,Sadatsugu,貞次,Tachi,70.1,1.9,2.3,1.4,Suriage,3,21.9,NA,"Juyo 10, Tokubetsu Juyo 4",Bitchu,Early Kamakura,"TB 81, TB 474f, JNZ, TJNZ",NA,NA,,
11713,Aoe,Sadatsugu,貞次,Tachi,69.9,2.1,2.6,1.5,Suriage,3,18.4,NA,Juyo 45,Bitchu,Kamakura,"TB 182, JNZ, KANHI2",NA,NA,,
11714,Aoe,Sadatsugu,貞次,Tachi,69.4,2.2,2.8,1.7,Suriage,2,19.1,NA,Juyo 22,Bitchu,Kamakura,JNZ,NA,NA,,
11715,Aoe,Sadatsugu,備中国青江住右衛門太郎貞 次/ 正中□年正月日,Tachi,68,2.1,3.3,2.6,Suriage,3,22.6,Hi,"Juyo 51, Tokubetsu Juyo 20",Bitchu,1324-1326,"TB 618f, TJNZ",NA,NA,,
11716,Aoe,Sadatsugu,備中国住人貞次作/ 康暦二年二月日,Tachi,66,2.5,2.8,1.8,Ubu,2,19.5,NA,Juyo 32,Bitchu,1380,"TB 255, OPL",NA,NA,,
