Index,School,Smith,Mei,Type,Nagasa,Sori,Moto,Saki,Nakago,Ana,Length,Hori,Authentication,Province,Period,References,Description,Attachments,Tags,MediaAttachments
11717,Aoe,Sadatsugu,[Kinzogan 貞次磨上之／本阿（花押)],Katana,77.6,NA,NA,NA,Suriage,2,NA,NA,"Juyo Bunkazai, Private Kanagawa",Bitchu,Late Kamakura,"JUBU, CUL, JBRN01800, KAN, TNSE",Meito – O-Aoe 大青江,NA,,
11718,Aoe,Sadatsugu,[Kinzogan 貞次磨上号辰丸/ 南無八幡大菩薩],Katana,73.9,NA,NA,NA,Suriage,3,NA,NA,"Juyo Bijutsuhin, Private Niigata",Bitchu,Kamakura,JUBI,NA,NA,,
11719,Aoe,Sadatsugu,Mumei [伝貞次],Katana,71.8,NA,NA,NA,Suriage,2,NA,Hi,"Juyo Bijutsuhin, Private Toyama",Bitchu,Nanbokucho,JUBI,NA,NA,,
11720,Aoe,Sadatsugu,[Kinzogan 貞次/ 本阿 (花押) (光久)],Katana,71.3,2.4,2.8,1.9,Suriage,1,17.7,Hi,Juyo 41,Bitchu,Late Kamakura - Nanbokucho,"JNZ, OPL",NA,Koshirae,,
11721,Aoe,Sadatsugu,[Shusho 青江貞次/ 光遜 (花押)],Katana,71.3,1.8,2.6,1.8,Suriage,3,18.8,NA,Juyo 55,Bitchu,Late Kamakura,JNZ,NA,NA,,
11722,Aoe,Sadatsugu,[Kinzogan 貞次],Katana,70.6,1.8,3,2.3,Suriage,2,16.8,Hi,Juyo 14,Bitchu,Nanbokucho,JNZ,NA,NA,,
11723,Aoe,Sadatsugu,[Kinzogan 貞次/ 本阿 (花押) (琳雅)],Katana,70.1,1.8,2.9,2.1,Suriage,2,20.4,Hi,Juyo 55,Bitchu,Late Kamakura - Nanbokucho,"TB 633, JNZ, KKZ",NA,NA,,
11724,Aoe,Sadatsugu,Mumei,Katana,69.7,NA,NA,NA,Suriage,2,NA,Hi,XX,Bitchu,Late Kamakura - Nanbokucho,NKAN,NA,NA,,
11725,Aoe,Sadatsugu,[Kinpun [青江貞次/ 本阿 (花押) (光遜)],Katana,69.6,1.4,3.1,2.5,Suriage,3,20,Hi,Juyo 35,Bitchu,Late Kamakura - Nanbokucho,JNZ,NA,NA,,
11726,Aoe,Sadatsugu,Mumei [青江貞次] (時代鎌倉末期),Katana,69.6,2.6,2.9,2.1,Suriage,3,22.7,Hi,"Juyo 49, Tokubetsu Juyo 18",Bitchu,Late Kamakura,"JNZ, TJNZ",NA,NA,,
11727,Aoe,Sadatsugu,[Kinzogan 貞次],Katana,67.3,1.8,2.9,2.2,Suriage,1,17.9,NA,"Juyo Bunkazai, Private Osaka",Bitchu,Late Kamakura,"JUK, JUBU, CUL, JBRN01632, OSA, BIA, TAI, TNSE",Meito – Ko-Aoe 小青江,NA,,
11728,Aoe,Sadatsugu,Mumei [伝備中古青江貞次作],Katana,NA,NA,NA,NA,NA,NA,NA,NA,"Aomori Prefecture Bunkazai, Aomori City Museum",Bitchu,Kamakura,"PBU, AOMO, AOCC",NA,NA,,
11729,Aoe,Sadatsugu,[Kinzogan 備中国住貞次/ 海老鎖切三浦重代],Naoshi,74.5,1.2,3.1,3.1,Suriage,1,18.2,Hi,"Juyo 50, Token Corp",Bitchu,Nanbokucho,"JNZ, DTI22",Denrai - Miura Family,"Sayagaki, Daisho Koshirae, Box",,
11730,Aoe,Sadatsugu,貞和二年十月日[Shumei 貞次],Naoshi,66.6,0.9,3.1,2.3,Suriage,2,26.6,NA,Juyo 35,Bitchu,1346,"TB 207, JNZ, KANHI3",NA,Kunzan Sayagaki,,
11731,Aoe,Sadatsugu,備中国住人貞次□ [時代南北朝],Naoshi,62.2,1.1,2.6,2.5,Suriage,3,20.7,Hi,Juyo 53,Bitchu,Nanbokucho,"TB 615, JNZ, KKZ, OPL",NA,NA,,
11732,Aoe,Sadatsugu,[Shumei 貞次],Naoshi,47,1.1,2.8,NA,Suriage,2,13.4,NA,Juyo 38,Bitchu,Nanbokucho,JNZ,NA,NA,,
11733,Aoe,Sadatsugu,[Kinzogan 北風備中国住貞次 / 三浦将監所持],Naoshi,45.4,1,2.9,NA,Suriage,1,13.9,Hi,"Juyo 50, Token Corp",Bitchu,Nanbokucho,"JNZ, DTI22, OEYE",Denrai - Kishu Tokugawa Family,"Sayagaki, Daisho Koshirae, Box",,
11734,Aoe,Sadatsugu,[Kinzogan 磨上備中国平貞次 / 吹毛/ 所持],Naoshi,43,1.6,3.1,NA,Suriage,2,NA,Hori,Tokubetsu Hozon,Bitchu,Nanbokucho,"OPL, TH1015434",NA,NA,,
11735,Aoe,Sadatsugu,貞次,Wakizashi,44.2,NA,NA,NA,Suriage,3,NA,NA,XX,Bitchu,Nanbokucho,TB 249,NA,NA,,
11736,Aoe,Sadatsugu,備中国住貞次作/ 貞治五年二月日,Wakizashi,35,0.4,3,NA,Ubu,1,11.1,NA,Juyo 44,Bitchu,1366,JNZ,Denrai - Onuki Family,Koshirae,,
11737,Aoe,Sadatsugu,備中国住大隅権介平貞次/ 正平五年十月日,Wakizashi,33,0.3,2.8,NA,Ubu,3,12,Hori,"Juyo 47, Tokubetsu Juyo 17, Private",Bitchu,1350,"TB 312, TB 533f, JNZ, TJNZ, BIA",Denrai - Naito Family,NA,,
11738,Aoe,Sadatsugu,備中国住貞次/ 永和二年六月日,Tanto,28.8,0,2.5,NA,Ubu,2,8.5,Hori,"Juyo 20, Juyo 55",Bitchu,1376,JNZ,Denrai - Yoshigawa Family,"Koshirae, Honami Origami",,
11739,Aoe,Sadatsugu,備中国住貞次/ 貞治六年八月日,Tanto,28.1,0.2,2.6,NA,Ubu,1,10,Hi,Juyo 21,Bitchu,1367,JNZ,NA,NA,,
11740,Aoe,Sadatsugu,備中国住貞次/ 貞治六年八月日,Tanto,27.7,0.2,2.4,NA,Ubu,3,8.8,Hi,Juyo 16,Bitchu,1367,"JNZ, BIA",NA,NA,,
11741,Aoe,Sadatsugu,備中国住貞次/ 貞和二年,Tanto,27.5,NA,NA,NA,NA,NA,NA,NA,"Okayama Prefecture Bunkazai, Private",Bitchu,1346,"PBU, OKA",NA,NA,,
11742,Aoe,Sadatsugu,備中国住貞次/ 応安二年二月日,Tanto,25.7,0.2,2.5,NA,Ubu,2,NA,NA,Tokubetsu Hozon,Bitchu,1369,"OPL, THZZZ",NA,NA,,
11743,Aoe,Sadatsugu,備中国住大隅権介平貞次/ 正平十二年八月日作,Tanto,25.1,0.2,2,NA,Ubu,1,10,NA,Juyo 45,Bitchu,1357,JNZ,NA,NA,,
11744,Aoe,Sadatsugu,備中国住青江大隅権介平貞 次/ 興国五年甲申二月日,Tanto,25.1,NA,NA,NA,Ubu,2,NA,Hi,UNKNO,Bitchu,1344,KOZA,NA,NA,,
11745,Aoe,Sadatsugu,備中貞次/ 応永元年二月日,Tanto,24.6,0,2.2,NA,Ubu,2,NA,NA,Tokubetsu Hozon,Bitchu,1394,"OPL, TH144457",NA,Koshirae,,
11746,Aoe,Sadatsugu,備中国□江住貞次/ 至徳□年八月,Tanto,24.5,NA,2.2,NA,Ubu,4,8.8,Hori,Juyo 47,Bitchu,1384-1387,JNZ,NA,NA,,
11747,Ko-Aoe,Sanemori,真守 [青江],Tachi,77.8,2.5,3.3,1.8,Ubu,1,22.4,Hi,Juyo 23,Bitchu,Early Kamakura,JNZ,NA,NA,,
11748,Ko-Aoe,Koretomo,是友 [古青江],Tachi,72.8,2.7,3.3,2.2,Suriage,4,22.5,Hori,"Juyo 30, Tokubetsu Juyo 9",Bitchu,Middle Kamakura,"TB 661f, TB 779, JNZ, TJNZ",NA,NA,,
11749,Ko-Aoe,Koretomo,是友,Tachi,63.1,2.2,2.8,1.9,Suriage,2,20.2,NA,Juyo 41,Bitchu,Middle Kamakura,"TB 186, JNZ, KANHI2",NA,NA,,
11750,Ko-Aoe,Koretomo,是友 [備中],Kodachi,59.1,2,2.8,1.9,Ubu,2,15.1,NA,Juyo 42,Bitchu,Middle Kamakura,JNZ,NA,NA,,
11751,Aoe,Ietsugu,家次,Tachi,70.2,2.3,2.9,1.9,Suriage,2,21.6,NA,Juyo 22,Bitchu,Middle - Late Kamakura,JNZ,NA,NA,,
11752,Aoe,Ietsugu,備中国住家次作/ 至徳三年八月日,Tachi,68.5,2.7,3,2.2,Ubu,2,17.3,NA,Juyo 13,Bitchu,1386,"TB 239, TB 312, JNZ, BIA",NA,NA,,
11753,Aoe,Ietsugu,備中国住家次/ 康暦□年八月 (再刃),Tachi,NA,NA,NA,NA,NA,NA,NA,NA,Juyo 20,Bitchu,1379-1381,JNZ,Saiha,"Koshirae, Habaki",,
11754,Aoe,Ietsugu,Mumei [青江家次],Katana,66,1.8,2.8,2.3,Suriage,3,NA,Hi,Tokubetsu Hozon,Bitchu,Nanbokucho - Early Muromachi,"OPL, TH1004678",NA,NA,,
11755,Aoe,Ietsugu,備中国住家次作/ 貞治六年八月日,Onaginata,116.2,3.5,3.8,NA,Ubu,NA,NA,Hi,"Juyo Bunkazai, Private Tokyo",Bitchu,1367,"TB 312, TB 352, JUBU, CUL, JBRN01708, BIA, OODA",NA,Koshirae,,
11756,Aoe,Ietsugu,Mumei [青江家次],Wakizashi,49.3,1,2.4,1.8,Suriage,1,NA,Hi,Tokubetsu Hozon,Bitchu,Nanbokucho - Early Muromachi,"OPL, THZZZ",NA,NA,,
11757,Aoe,Ietsugu,[Kinpun 家次],Wakizashi,38.4,1,2.8,NA,Suriage,2,NA,NA,Hozon,Bitchu,Nanbokucho,"OPL, HZZZ",NA,Koshirae,,
11758,Aoe,Ietsugu,備中国住家次/ 延文二年四月,Tanto,27.5,NA,2.2,NA,Ubu,1,9.6,Hi,Juyo 24,Bitchu,1357,"TB 167, JNZ, KANHI1",NA,Shimizu Kiyoshi Sayagaki,,
11759,Ko-Aoe,Hirotsugu,弘次,Tachi,78.5,3.1,3,1.8,Ubu,2,15.3,Hi,Tokubetsu Hozon,Bitchu,Kamakura,"OPL, TH1002239",NA,NA,,
11760,Ko-Aoe,Hirotsugu,弘次,Tachi,77.1,2.2,3,1.9,Ubu,2,20.2,Hori,Juyo 37,Bitchu,Middle Kamakura,JNZ,NA,NA,,
11761,Ko-Aoe,Hirotsugu,弘次 [古青江],Tachi,74,2,3.2,1.8,Suriage,2,20,NA,Juyo 60,Bitchu,Early - Middle Kamakura,"OPL, DTI24",NA,Sayagaki,,
11762,Ko-Aoe,Hirotsugu,弘次,Tachi,72.1,1.4,2.7,1.8,Suriage,4,18.8,NA,Juyo 14,Bitchu,Early - Middle Kamakura,JNZ,NA,NA,,
11763,Ko-Aoe,Hirotsugu,弘次,Tachi,72,2.4,2.8,1.9,Suriage,5,21.6,NA,"Juyo 24, Tokubetsu Juyo 25",Bitchu,Early Kamakura,"JNZ, TJNZ",NA,NA,,
11764,Ko-Aoe,Hirotsugu,弘次,Tachi,70.5,2,2.8,1.8,Ubu,2,17.5,NA,"Juyo Bunkazai, Akihasan Hongu Akiha Shrine",Bitchu,Early - Middle Kamakura,"JUBU, CUL, JBRN01323, SHZ, AHAS",NA,NA,,
11765,Ko-Aoe,Hirotsugu,弘次,Tachi,69.7,NA,NA,NA,Suriage,3,NA,NA,XX,Bitchu,Kamakura,TB 320,NA,NA,,
11766,Ko-Aoe,Hirotsugu,弘次 [古青江],Tachi,68.7,1.3,3,1.8,Ubu,2,22,Hi,Tokubetsu Hozon,Bitchu,Early - Middle Kamakura,"OPL, TH1001172",NA,NA,,
11767,Ko-Aoe,Hirotsugu,弘次 [古青江],Tachi,66.8,2.1,2.7,1.5,Suriage,3,NA,NA,Tokubetsu Hozon,Bitchu,Early Kamakura,"OPL, TH1012496",NA,"Tanobe Sayagaki, Daisho Koshirae",,
11768,Ko-Aoe,Hirotsugu,弘次,Tachi,NA,NA,NA,NA,NA,NA,NA,NA,"Niigata Prefecture Bunkazai, Private",Bitchu,Heian,"PBU, NII",NA,NA,,
11769,Ko-Aoe,Koreshige,是重,Tachi,69.4,1.6,2.6,1.7,Suriage,3,19.2,NA,Juyo 16,Bitchu,Middle - Late Kamakura,"JNZ, OPL",NA,NA,,
11770,Ko-Aoe,Koresuke,是介,Tachi,77,2.7,3,1.8,Ubu,1,20.3,NA,Juyo 23,Bitchu,Early - Middle Kamakura,"TB 215, JNZ, KANHI3",NA,Kunzan Sayagaki,,
11771,Aoe,Koresuke,是介 [青江],Naginata,57.5,1.6,3,NA,Ubu,2,65.9,Hi,Juyo 56,Bitchu,Late Kamakura - Nanbokucho,JNZ,NA,NA,,
11772,Aoe,Suetsugu,末次,Tachi,76.7,2.7,3,2.1,Suriage,3,21.2,Hi,Juyo 10,Bitchu,Late Kamakura,JNZ,NA,NA,,
11773,Aoe,Suetsugu,末次,Tachi,71.2,2,2.9,2.1,Suriage,2,NA,Hi,"Juyo Bijutsuhin, Private",Bitchu,Late Kamakura,"TB 239, TB 328f, JUBI, BIA, OPL, DTI23",Denrai - Naito Family,NA,,
11774,Aoe,Suetsugu,備中国青江住末次作/ □□□□暦応二二年二月日,Tachi,69.8,2,3,2,Suriage,2,21.6,NA,Juyo 18,Bitchu,1341,"JNZ, NKAN",NA,NA,,
11775,Aoe,Kunitsugu,備中国江国次作(Juyo 23 Kokubunji Sukekuni 備□住□国作 [伝助国]),Tachi,84.6,2.6,3,1.6,Ubu,3,24.2,Hi,"Juyo 23, Tokubetsu Juyo 6",Bitchu,Late Kamakura,"JNZ, TJNZ, OPL, DTI21",NA,Tanobe Sayagaki,,
11776,Aoe,Kunitsugu,備中国住国次作 [時代室町初期],Tachi,66.4,2.1,3,1.9,Ubu,1,NA,NA,Tokubetsu Hozon,Bitchu,Early Muromachi,"OPL, TH145848",NA,Koshirae,,
11777,Aoe,Naganao,永直,Tachi,76.6,2.7,3.3,2,Ubu,1,22.9,Hi,Juyo 24,Bitchu,Middle - Late Kamakura,"TB 270, TB 308, JNZ",NA,NA,,
11778,Aoe,Naganao,長直,Tachi,77,2.1,2.9,1.8,Suriage,3,20.2,Hi,Juyo 23,Bitchu,Late Kamakura,JNZ,NA,NA,,
11779,Aoe,Tsuguhisa,備中国水内住次久/ 康永三十一月日,Naginata,46.4,2.4,2.8,NA,Suriage,2,46.8,NA,Juyo 26,Bitchu,1344,"TB 284, JNZ",NA,NA,,
11780,Ko-Aoe,Toshitada,俊忠,Tachi,75.4,1.7,3,1.7,Ubu,3,21.6,NA,"Juyo Bunkazai, Ise Jingu",Bitchu,Early Kamakura,"TB 310, SDZ, JUBU, CUL, JBRN01609, MIE, BIA, TAI, ISE",Dedicated to the shrine by Tokugawa Ienobu in 1710,Koshirae,,
11781,Aoe,Tsuguyori,備中国住人次頼,Tanto,28.5,NA,2.5,NA,Ubu,1,10.5,Hi,Juyo 24,Bitchu,Late Kamakura,JNZ,NA,NA,,
11782,Ko-Aoe,Hidetsugu,秀次 [古青江],Tachi,77.4,2.4,2.9,1.7,Suriage,3,21.7,Hi,Juyo 28,Bitchu,Middle Kamakura,"TB 305, TBE 14, JNZ",NA,NA,,
11783,Aoe,Hidetsugu,備中州住人左衛門尉秀次作/ 応長元(Cut off),Tachi,74.5,1.8,3.2,1.9,Suriage,4,24.6,Hi,Juyo 55,Bitchu,1311,JNZ,NA,NA,,
11784,Aoe,Hidetsugu,秀次/ 永仁四年四月日,Tachi,70.9,2,2.8,1.2,Ubu,2,18.1,NA,Akihasan Hongu Akiha Shrine,Bitchu,1296,AHAS,NA,NA,,
11785,Aoe,Hidetsugu,備中州住左衛門尉秀次/ 嘉暦二年□月日,Tachi,70.9,1.2,3.2,2.2,Suriage,3,20.8,NA,Juyo 68,Bitchu,1327,"TB 796k, JNZ, OPL",NA,Sayagaki,,
11786,Aoe,Hidetsugu,備中州住人左衛門尉秀次作 延慶弐年八月日,Tachi,70.3,1.9,3,2,Ubu,1,23.2,NA,"Juyo 20, Tokubetsu Juyo 18",Bitchu,1309,"JNZ, TJNZ",Denrai - Toda Family,NA,,
11787,Aoe,Yoshitsugu,備中国住義次/ 康暦二年二月日,Tachi,63,2.3,3,2,Suriage,2,17,Hi,Juyo 20,Bitchu,1380,JNZ,NA,NA,,
11788,Aoe,Sueyuki,末行,Tachi,77.5,3,2.9,1.6,Ubu,2,23,NA,Juyo 26,Bitchu,Early Kamakura,"TB 297, TBE 11, JNZ",NA,NA,,
11789,Aoe,Sueyuki,末行,Tachi,NA,NA,NA,NA,Ubu,2,NA,NA,The British Museum,Bitchu,Early Kamakura,ONPR,NA,NA,,
11790,Aoe,Yasuyuki,安行,Tachi,78.8,NA,NA,NA,Ubu,2,NA,Hi,"Juyo Bijutsuhin, Private Tokyo",Bitchu,Early Kamakura,JUBI,NA,NA,,
11791,Aoe,Sanetsune,真恒作,Tachi,67.3,NA,NA,NA,Suriage,3,NA,Hi,"Juyo Bijutsuhin, Sano Art Museum",Bitchu,Late Kamakura - Nanbokucho,"JUBI, BIA",NA,NA,,
11792,Aoe,Sukeyoshi,備中国住助吉作,Tachi,71.5,1.5,2.9,2.1,Suriage,2,21.2,Hi,Juyo 11,Bitchu,Late Kamakura - Nanbokucho,JNZ,NA,NA,,
11793,Ko-Aoe,Kaneyasu,包安 [古青江],Tachi,66.9,2.4,2.7,2.1,Suriage,3,19,Hori,Juyo 26,Bitchu,Early - Middle Kamakura,JNZ,NA,NA,,
11794,Ko-Aoe,□tsugu,□次 [古青江],Tachi,76.2,3.2,2.7,1.4,Ubu,3,18.5,NA,Juyo 31,Bitchu,Kamakura,JNZ,NA,NA,,
11795,Ko-Aoe,□tsugu,□次 [古青江],Tachi,74.6,2.2,3,1.7,Ubu,1,19.7,Hi,Juyo 52,Bitchu,Kamakura,JNZ,NA,NA,,
11796,Aoe,Toshimori,利守 [備中],Tachi,70.7,2.6,2.5,1.4,Ubu,2,20,NA,Juyo 52,Bitchu,Kamakura,JNZ,NA,NA,,
11797,Aoe,Tada□,備中国住平忠(Cut off),Tanto,21.9,NA,NA,NA,Suriage,2,NA,NA,"Juyo Bunkazai, Tanzan Jinja",Bitchu,Nanbokucho,"JUBU, CUL, JBRN01429, NAR",NA,NA,,
11798,Aoe,Moriyoshi,貞和三年丁亥十月日守吉作,Tachi,83,2.6,NA,NA,Ubu,1,NA,NA,"Juyo Bunkazai, Location Unlisted",Bitchu,1347,"JUBU, CUL, JBRN01509, YGU",NA,"Tachi, same signature, unhardened blade",,
11799,Aoe,□tsune,□恒,Tachi,77.9,2.8,NA,NA,Ubu,1,NA,NA,"Nagano Prefecture Bunkazai, Private",Bitchu,Kamakura,"PBU, NAG",NA,NA,,
11800,Aoe,Aritsugu,有次,Tanto,22,0.6,1.3,0.8,NA,NA,NA,NA,"Juyo Bunkazai, Takijiriojimiyatogo Jinja",Bitchu,Kamakura,"CUL, JBRN01884, WAK",NA,Koshirae,,
11801,Aoe,Saneyuki,真行 [備中],Tachi,69,2.2,2.6,1.6,Suriage,4,22.4,Hori,Juyo 33,Bitchu,Late Kamakura,JNZ,NA,NA,,
11802,Aoe,Tsugutsune,Gakumei 次恒,Wakizashi,47.5,1,2.3,1.6,Suriage,1,13.1,NA,Juyo 33,Bitchu,Kamakura,JNZ,NA,NA,,
11803,Aoe,Tokizane,時真,Tachi,71.5,1.4,3,2.1,Suriage,3,17.7,NA,Juyo 34,Bitchu,Middle Kamakura,JNZ,NA,NA,,
11804,Ko-Aoe,Tsuguyori,次依,Tachi,82.5,3,2.9,1.9,Ubu,1,21.1,Hi,Juyo 38,Bitchu,Middle Kamakura,JNZ,NA,NA,,
11805,Ko-Aoe,Tsuguyori,次依 [古青江],Tachi,69.8,2.1,2.6,1.7,Suriage,2,NA,Hi,Tokubetsu Hozon,Bitchu,Middle Kamakura,"OPL, TH1010793",NA,Koshirae,,
11806,Aoe,Sanetsugu,真次 [時代室町前期],Katana,62.7,2,2.7,1.7,Suriage,5,NA,Hi,Tokubetsu Hozon,Bitchu,Early Muromachi,"OPL, TH1020222",NA,"Honami Sayagaki, Koshirae",,
11807,Aoe,Sanetsugu,備中国真次,Kodachi,52.6,1.6,2.7,1.8,Suriage,2,NA,NA,Tokubetsu Hozon,Bitchu,Late Nanbokucho - Early Muromachi,"OPL, THZZZ",NA,NA,,
11808,Aoe,Sanenaga,真長 [備中],Tachi,73.2,1.6,3.1,2,Ubu,2,18.5,NA,Juyo 36,Bitchu,Late Kamakura,OPL,NA,NA,,
11809,Ko-Aoe,Tsunekiyo,恒清 [伝古青江],Tachi,75,2,3,1.6,Ubu,2,21.2,Hi,Juyo 58,Bitchu,Early - Middle Kamakura,OPL,NA,NA,,
11810,Ko-Aoe,Hironao,弘直,Tachi,70,2.4,NA,NA,Suriage,3,NA,NA,NTHK Yushu,Bitchu,Late Kamakura,YUS1,NA,NA,,
11811,Ko-Aoe,Tsuneyoshi,経義 [古青江],Tachi,61.6,1.2,2.4,1.7,Suriage,5,18.3,Hi,Juyo 68,Bitchu,Kamakura,JNZ,NA,NA,,
11812,Aoe,□tsugu,□次,Odachi,98.8,NA,NA,NA,Suriage,4,NA,Hi,"Juyo Bunkazai, Kasuga Taisha",Bitchu,Nanbokucho,"CUL, JBRN01870, KASU, JUBU (kos)",NA,Koshirae,,
11813,Aoe,Aoe,Mumei [青江],Odachi,221.5,3.4,NA,NA,Ubu,2,NA,Hi,Atsuta Jingu,Bitchu,Nanbokucho,"ATSO, OODA, OEYE","Meito – Taroutachi 太郎太刀, Dedicated to the shrine 1576",Koshirae,,
11814,Aoe,Aoe,備中国住人□□ / 延文六年二月,Odachi,102.9,2.8,NA,NA,Ubu,2,NA,Hi,"Juyo Bunkazai, Sanada Treasure Museum",Bitchu,1361,"TB 76, TB 404, SHO, JUBU, CUL, JBRN01845, NAG, MEDA",Denrai - Sanada Nobutsuna,NA,,
11815,Aoe,Aoe,備中国住(Fumei) / 延文三年六月日,Odachi,102.7,3.6,NA,NA,Ubu,3,NA,Hi,"Juyo Bunkazai, Itsukushima Jinja",Bitchu,1358,"TB 76, JUBU, CUL, JBRN01489, HIR, BIA",NA,NA,,
11816,Aoe,Aoe,Mumei [青江],Tachi,86.7,3,3.4,2.4,Ubu,1,26.4,NA,"Juyo 31, Otoshi Jinja",Bitchu,Middle Nanbokucho,"TB 409, JNZ",NA,NA,,
11817,Aoe,Aoe,Mumei [青江],Tachi,71.1,2.6,3.1,2.4,Ubu,2,20.9,Hi,Juyo 41,Bitchu,Early Nanbokucho,JNZ,NA,NA,,
11818,Aoe,Aoe,Mumei [青江],Tachi,71,2.6,3.2,1.9,Ubu,3,NA,Hi,Tokubetsu Hozon,Bitchu,Nanbokucho,"OPL, TH1011122",NA,NA,,
11819,Aoe,Aoe,Mumei [青江],Tachi,70.2,2,2.9,2.1,Ubu,2,17.1,Hi,Juyo 49,Bitchu,Nanbokucho,JNZ,NA,NA,,
11820,Aoe,Aoe,備中(Cut off) [青江],Tachi,69.8,2.4,2.9,2,Suriage,1,20.2,Hi,Juyo 44,Bitchu,Late Kamakura,JNZ,Denrai - Kyogoku Family,NA,,
11821,Aoe,Aoe,正和三奉甲備中国西阿,Tachi,69.7,2.6,2.8,1.7,Suriage,2,NA,NA,Tokubetsu Hozon,Bitchu,1317,"OPL, TH1004944",NA,NA,,
11822,Aoe,Aoe,備中国(Cut off) [青江],Tachi,69.2,0.6,2.8,2.2,Suriage,3,19.8,Hi,Juyo 33,Bitchu,Nanbokucho,JNZ,NA,NA,,
11823,Aoe,Aoe,備(Cut off) [青江],Tachi,68,1.6,2.8,2,Suriage,2,20.6,Hi,Juyo 15,Bitchu,Late Kamakura - Nanbokucho,JNZ,NA,NA,,
11824,Aoe,Aoe,Mumei [青江],Katana,85.2,2.8,3.3,2.2,Suriage,1,23.9,NA,Juyo 49,Bitchu,Nanbokucho,JNZ,NA,NA,,
11825,Aoe,Aoe,Mumei [青江],Katana,78.5,1.5,3.1,2.2,Suriage,3,21.5,Hi,Juyo 11,Bitchu,Nanbokucho,JNZ,NA,NA,,
11826,Aoe,Aoe,Mumei [伝青江],Katana,78.3,2.3,NA,NA,Suriage,1,21.8,Hi,"Juyo Bijutsuhin, Tokugawa Art Museum",Bitchu,Late Kamakura,"JUBI, TOK3, TOK6, TOKS",Denrai - Owari Tokugawa Family,"Sayagaki, Honami Origami",,
11827,Aoe,Aoe,Mumei [伝青江],Katana,77.2,1.6,3.4,2.5,Suriage,3,23.2,Hi,Juyo 69,Bitchu,Nanbokucho,"JNZ, OPL",NA,Sayagaki,,
11828,Aoe,Aoe,Mumei [青江],Katana,76.8,1.8,3.1,2.4,Suriage,4,24.2,Hi,"Juyo 52, Tokubetsu Juyo 20",Bitchu,Middle Nanbokucho,"JNZ, TJNZ",NA,NA,,
11829,Aoe,Aoe,[Shumei 青江/ 代金子拾枚 正徳三年折紙あり],Katana,76.4,2,2.9,2.2,Suriage,4,21.9,Hi,Juyo 20,Bitchu,Nanbokucho,JNZ,NA,NA,,
11830,Aoe,Aoe,Mumei [伝青江],Katana,76.2,2.4,3,2,Suriage,2,22.9,Hi,Juyo 31,Bitchu,Kamakura - Nanbokucho,JNZ,NA,NA,,
11831,Aoe,Aoe,Mumei [青江],Katana,76,2.7,2.9,2,Suriage,2,24.9,Hi,Juyo 23,Bitchu,Late Kamakura,JNZ,NA,NA,,
11832,Aoe,Aoe,Mumei [青江],Katana,75.8,2,3.1,2.3,Suriage,2,23.1,Hi,"Juyo XX, Tokubetsu Juyo 19",Bitchu,Middle Nanbokucho,"TB 354, TB 381, TJNZ, OPL",NA,NA,,
11833,Aoe,Aoe,Mumei [青江],Katana,75.6,1.5,3.1,2,Suriage,2,21,Hi,Juyo 42,Bitchu,Late Kamakura,JNZ,NA,NA,,
11834,Aoe,Aoe,Mumei [伝青江],Katana,75.4,2.4,3.1,2.3,Suriage,2,19.1,Hori,"Juyo 5, Tokubetsu Juyo 6",Bitchu,Late Kamakura - Early Nanbokucho,"JNZ, TJNZ",NA,NA,,
11835,Aoe,Aoe,Mumei [青江],Katana,75.4,1.8,3,2.1,Suriage,2,20.2,Hi,"Juyo XX, Tokubetsu Juyo 12",Bitchu,Nanbokucho,TJNZ,Possibly from Juyo 36,NA,,
11836,Aoe,Aoe,Mumei [青江],Katana,75.3,3.1,3.2,2.1,Suriage,3,18.6,Hi,Juyo 53,Bitchu,Late Kamakura - Early Nanbokucho,JNZ,NA,NA,,
11837,Aoe,Aoe,Mumei [青江],Katana,75.1,2.3,3,2,Suriage,2,18.5,NA,Juyo 35,Bitchu,Nanbokucho,"JNZ, OPL",NA,"Honami Nisshu Sayagaki, Koshirae, Box",,
11838,Aoe,Aoe,[Kinzogan 青江],Katana,74.8,2.2,2.8,1.7,Suriage,3,17.8,Hi,Juyo 21,Bitchu,Late Kamakura - Nanbokucho,"TB 194, JNZ, OPL, KANHI2",NA,"Kunzan Sayagaki, Koshirae",,
11839,Aoe,Aoe,Mumei [青江],Katana,74.8,1.5,3.4,2.4,Suriage,1,21.4,Hi,Tokubetsu Hozon,Bitchu,Nanbokucho,"OPL, TH1021293",NA,Tanobe Sayagaki,,
11840,Aoe,Aoe,Mumei [青江],Katana,74.7,2,3,2.3,Suriage,2,22.5,Hi,Juyo 16,Bitchu,Nanbokucho,JNZ,NA,NA,,
11841,Aoe,Aoe,Mumei [青江],Katana,74.7,2.5,3.2,2.2,Suriage,2,20.8,NA,"Juyo XX, Tokubetsu Juyo 10",Bitchu,Nanbokucho,TJNZ,"Possibly from Juyo 32, Denrai - Ikeda Family",Honami Origami,,
11842,Aoe,Aoe,Mumei [青江],Katana,74.6,1.4,2.9,2,Suriage,1,18.9,Hi,Juyo 33,Bitchu,Nanbokucho,"JNZ, OPL",NA,NA,,
